# time         sensor    measurable   value
1393143787     6      0      236.0000
1393143787     6      1      0.0000
1393143798     1      0      -3.5060
1393143798     2      0      -3.0470
1393143798     6      0      236.0000
1393143798     6      1      0.0000
1393143809     1      0      -3.5060
1393143809     2      0      -3.0470
1393143809     6      0      236.0000
1393143809     6      1      0.0000
1393143820     1      0      -3.5060
1393143820     2      0      -3.1510
1393143820     6      0      236.0000
1393143820     6      1      0.0000
1393143831     1      0      -3.5060
1393143831     2      0      -3.0990
1393143831     6      0      236.0000
1393143831     6      1      0.0000
1393143842     1      0      -3.5060
1393143842     2      0      -3.0470
1393143842     6      0      236.0000
1393143842     6      1      0.0000
1393143853     1      0      -3.5060
1393143853     2      0      -3.0470
1393143853     6      0      236.0000
1393143853     6      1      0.0000
1393143864     1      0      -3.5060
1393143864     2      0      -3.0650
1393143864     6      0      236.0000
1393143864     6      1      0.0000
1393143875     1      0      -3.0260
1393143875     2      0      -3.0810
1393143875     6      0      236.0000
1393143875     6      1      0.0000
1393143886     1      0      -3.0260
1393143886     2      0      -3.1250
1393143886     6      0      236.0000
1393143886     6      1      0.0000
1393143897     1      0      -3.5060
1393143897     2      0      -3.1330
1393143897     6      0      236.0000
1393143897     6      1      0.0000
1393143908     1      0      -3.2750
1393143908     2      0      -3.1330
1393143908     6      0      236.0000
1393143908     6      1      0.0000
1393143919     1      0      -3.5060
1393143919     2      0      -3.0810
1393143919     6      0      236.0000
1393143919     6      1      0.0000
1393143930     1      0      -3.0260
1393143930     2      0      -3.0470
1393143930     6      0      236.0000
1393143930     6      1      0.0000
1393143941     1      0      -3.0260
1393143941     2      0      -3.0990
1393143941     6      0      236.0000
1393143941     6      1      0.0000
1393143952     1      0      -3.5060
1393143952     2      0      -3.0470
1393143952     6      0      236.0000
1393143952     6      1      0.0000
1393143963     1      0      -3.5060
1393143963     2      0      -3.0990
1393143963     6      0      236.0000
1393143963     6      1      0.0000
1393143974     1      0      -3.0260
1393143974     2      0      -3.0470
1393143974     6      0      236.0000
1393143974     6      1      0.0000
1393143985     1      0      -3.0260
1393143985     2      0      -3.0990
1393143985     6      0      236.0000
1393143985     6      1      0.0000
1393143996     1      0      -3.0260
1393143996     2      0      -3.0990
1393143996     6      0      236.0000
1393143996     6      1      0.0000
1393144007     1      0      -3.0260
1393144007     2      0      -3.0810
1393144007     6      0      236.0000
1393144007     6      1      0.0000
1393144018     1      0      -3.0260
1393144018     2      0      -3.0650
1393144018     6      0      236.0000
1393144018     6      1      0.0000
1393144029     1      0      -3.0260
1393144029     2      0      -3.0650
1393144029     6      0      236.0000
1393144029     6      1      0.0000
1393144040     1      0      -3.5060
1393144040     2      0      -3.0280
1393144040     6      0      236.0000
1393144040     6      1      0.0000
1393144051     1      0      -3.5060
1393144051     2      0      -3.0810
1393144051     6      0      236.0000
1393144051     6      1      0.0000
1393144062     1      0      -3.5060
1393144062     2      0      -3.1770
1393144062     6      0      236.0000
1393144062     6      1      0.0000
1393144073     1      0      -3.5060
1393144073     2      0      -3.0470
1393144073     6      0      236.0000
1393144073     6      1      0.0000
1393144084     1      0      -3.5060
1393144084     2      0      -3.0990
1393144084     6      0      236.0000
1393144084     6      1      0.0000
1393144095     1      0      -3.5060
1393144095     2      0      -3.0470
1393144095     6      0      236.0000
1393144095     6      1      0.0000
1393144106     1      0      -3.2750
1393144106     2      0      -3.0470
1393144106     6      0      236.0000
1393144106     6      1      0.0000
1393144117     1      0      -3.0260
1393144117     2      0      -3.0650
1393144117     6      0      236.0000
1393144117     6      1      0.0000
1393144128     1      0      -3.0260
1393144128     2      0      -3.0990
1393144128     6      0      236.0000
1393144128     6      1      0.0000
1393144139     1      0      -3.5060
1393144139     2      0      -3.0470
1393144139     6      0      236.0000
1393144139     6      1      0.0000
1393144150     1      0      -3.0260
1393144150     2      0      -3.1510
1393144150     6      0      236.0000
1393144150     6      1      0.0000
1393144161     1      0      -3.0260
1393144161     2      0      -3.1510
1393144161     6      0      236.0000
1393144161     6      1      0.0000
1393144172     1      0      -3.2750
1393144172     2      0      -3.1510
1393144172     6      0      236.0000
1393144172     6      1      0.0000
1393144183     1      0      -3.5060
1393144183     2      0      -3.0280
1393144183     6      0      236.0000
1393144183     6      1      0.0000
1393144194     1      0      -3.0260
1393144194     2      0      -3.1850
1393144194     6      0      236.0000
1393144194     6      1      0.0000
1393144205     1      0      -3.0260
1393144205     2      0      -3.3940
1393144205     6      0      236.0000
1393144205     6      1      0.0000
1393144216     1      0      -3.5060
1393144216     2      0      -3.1510
1393144216     6      0      236.0000
1393144216     6      1      0.0000
1393144227     1      0      -3.0260
1393144227     2      0      -3.3940
1393144227     6      0      236.0000
1393144227     6      1      0.0000
1393144238     1      0      -3.0260
1393144238     2      0      -3.2040
1393144238     6      0      236.0000
1393144238     6      1      0.0000
1393144249     1      0      -3.5060
1393144249     2      0      -3.3940
1393144249     6      0      236.0000
1393144249     6      1      0.0000
1393144260     1      0      -3.5060
1393144260     2      0      -3.1510
1393144260     6      0      236.0000
1393144260     6      1      0.0000
1393144271     1      0      -3.5060
1393144271     2      0      -3.1510
1393144271     6      0      236.0000
1393144271     6      1      0.0000
1393144282     1      0      -3.5060
1393144282     2      0      -3.1850
1393144282     6      0      236.0000
1393144282     6      1      0.0000
1393144293     1      0      -3.0260
1393144293     2      0      -3.1330
1393144293     6      0      236.0000
1393144293     6      1      0.0000
1393144304     1      0      -3.5060
1393144304     2      0      -3.1510
1393144304     6      0      236.0000
1393144304     6      1      0.0000
1393144315     1      0      -3.5060
1393144315     2      0      -3.3600
1393144315     6      0      236.0000
1393144315     6      1      0.0000
1393144326     1      0      -3.0260
1393144326     2      0      -3.3940
1393144326     6      0      236.0000
1393144326     6      1      0.0000
1393144337     1      0      -3.5060
1393144337     2      0      -3.3940
1393144337     6      0      236.0000
1393144337     6      1      0.0000
1393144348     1      0      -3.5060
1393144348     2      0      -3.3940
1393144348     6      0      236.0000
1393144348     6      1      0.0000
1393144359     1      0      -3.5060
1393144359     2      0      -3.3420
1393144359     6      0      236.0000
1393144359     6      1      0.0000
1393144370     1      0      -3.0260
1393144370     2      0      -3.3600
1393144370     6      0      236.0000
1393144370     6      1      0.0000
1393144381     1      0      -3.5060
1393144381     2      0      -3.3600
1393144381     6      0      236.0000
1393144381     6      1      0.0000
1393144392     1      0      -3.0260
1393144392     2      0      -3.3940
1393144392     6      0      236.0000
1393144392     6      1      0.0000
1393144403     1      0      -3.2750
1393144403     2      0      -3.2900
1393144403     6      0      236.0000
1393144403     6      1      0.0000
1393144414     1      0      -3.5060
1393144414     2      0      -3.3600
1393144414     6      0      236.0000
1393144414     6      1      0.0000
1393144425     1      0      -3.9690
1393144425     2      0      -3.3600
1393144425     6      0      236.0000
1393144425     6      1      0.0000
1393144436     1      0      -3.5060
1393144436     2      0      -3.3420
1393144436     6      0      236.0000
1393144436     6      1      0.0000
1393144447     1      0      -3.5060
1393144447     2      0      -3.3420
1393144447     6      0      236.0000
1393144447     6      1      0.0000
1393144458     1      0      -3.2750
1393144458     2      0      -3.3080
1393144458     6      0      236.0000
1393144458     6      1      0.0000
1393144469     1      0      -3.5060
1393144469     2      0      -3.3940
1393144469     6      0      236.0000
1393144469     6      1      0.0000
1393144480     1      0      -3.5060
1393144480     2      0      -3.3600
1393144480     6      0      236.0000
1393144480     6      1      0.0000
1393144491     1      0      -3.5060
1393144491     2      0      -3.3940
1393144491     6      0      236.0000
1393144491     6      1      0.0000
1393144502     1      0      -3.5060
1393144502     2      0      -3.3600
1393144502     6      0      236.0000
1393144502     6      1      0.0000
1393144513     1      0      -3.5060
1393144513     2      0      -3.3600
1393144513     6      0      236.0000
1393144513     6      1      0.0000
1393144524     1      0      -3.5060
1393144524     2      0      -3.3600
1393144524     6      0      236.0000
1393144524     6      1      0.0000
1393144535     1      0      -3.9690
1393144535     2      0      -3.3240
1393144535     6      0      236.0000
1393144535     6      1      0.0000
1393144546     1      0      -3.5060
1393144546     2      0      -3.3420
1393144546     6      0      236.0000
1393144546     6      1      0.0000
1393144557     1      0      -3.5060
1393144557     2      0      -3.3600
1393144557     6      0      236.0000
1393144557     6      1      0.0000
1393144568     1      0      -3.5060
1393144568     2      0      -3.3420
1393144568     6      0      236.0000
1393144568     6      1      0.0000
1393144579     1      0      -3.5060
1393144579     2      0      -3.3240
1393144579     6      0      236.0000
1393144579     6      1      0.0000
1393144590     1      0      -3.9690
1393144590     2      0      -3.3240
1393144590     6      0      236.0000
1393144590     6      1      0.0000
1393144601     1      0      -3.5060
1393144601     2      0      -3.3760
1393144601     6      0      236.0000
1393144601     6      1      0.0000
1393144612     1      0      -3.5060
1393144612     2      0      -3.3420
1393144612     6      0      236.0000
1393144612     6      1      0.0000
1393144623     1      0      -3.5060
1393144623     2      0      -3.3420
1393144623     6      0      236.0000
1393144623     6      1      0.0000
1393144634     1      0      -3.5060
1393144634     2      0      -3.3420
1393144634     6      0      236.0000
1393144634     6      1      0.0000
1393144645     1      0      -3.5060
1393144645     2      0      -3.3240
1393144645     6      0      236.0000
1393144645     6      1      0.0000
1393144656     1      0      -3.0260
1393144656     2      0      -3.3600
1393144656     6      0      236.0000
1393144656     6      1      0.0000
1393144667     1      0      -3.9690
1393144667     2      0      -3.3760
1393144667     6      0      236.0000
1393144667     6      1      0.0000
1393144678     1      0      -3.0260
1393144678     2      0      -3.2720
1393144678     6      0      236.0000
1393144678     6      1      0.0000
1393144689     1      0      -3.5060
1393144689     2      0      -3.3240
1393144689     6      0      236.0000
1393144689     6      1      0.0000
1393144700     1      0      -3.5060
1393144700     2      0      -3.3240
1393144700     6      0      236.0000
1393144700     6      1      0.0000
1393144711     1      0      -3.0260
1393144711     2      0      -3.3240
1393144711     6      0      236.0000
1393144711     6      1      0.0000
1393144722     1      0      -3.5060
1393144722     2      0      -3.3240
1393144722     6      0      236.0000
1393144722     6      1      0.0000
1393144733     1      0      -3.5060
1393144733     2      0      -3.3240
1393144733     6      0      236.0000
1393144733     6      1      0.0000
1393144744     1      0      -3.5060
1393144744     2      0      -3.4020
1393144744     6      0      236.0000
1393144744     6      1      0.0000
1393144755     1      0      -3.5060
1393144755     2      0      -3.3240
1393144755     6      0      236.0000
1393144755     6      1      0.0000
1393144766     1      0      -3.5060
1393144766     2      0      -3.3240
1393144766     6      0      236.0000
1393144766     6      1      0.0000
1393144777     1      0      -3.9690
1393144777     2      0      -3.3420
1393144777     6      0      236.0000
1393144777     6      1      0.0000
1393144788     1      0      -3.5060
1393144788     2      0      -3.3600
1393144788     6      0      236.0000
1393144788     6      1      0.0000
1393144799     1      0      -3.5060
1393144799     2      0      -3.3080
1393144799     6      0      236.0000
1393144799     6      1      0.0000
1393144810     1      0      -3.5060
1393144810     2      0      -3.3940
1393144810     6      0      236.0000
1393144810     6      1      0.0000
1393144821     1      0      -3.5060
1393144821     2      0      -3.3600
1393144821     6      0      236.0000
1393144821     6      1      0.0000
1393144832     1      0      -3.5060
1393144832     2      0      -3.3420
1393144832     6      0      236.0000
1393144832     6      1      0.0000
1393144843     1      0      -3.5060
1393144843     2      0      -3.3940
1393144843     6      0      236.0000
1393144843     6      1      0.0000
1393144854     1      0      -3.5060
1393144854     2      0      -3.3600
1393144854     6      0      236.0000
1393144854     6      1      0.0000
1393144865     1      0      -3.5060
1393144865     2      0      -3.3600
1393144865     6      0      236.0000
1393144865     6      1      0.0000
1393144876     1      0      -3.5060
1393144876     2      0      -3.1330
1393144876     6      0      236.0000
1393144876     6      1      0.0000
1393144887     1      0      -3.5060
1393144887     2      0      -3.1330
1393144887     6      0      236.0000
1393144887     6      1      0.0000
1393144898     1      0      -3.5060
1393144898     2      0      -3.1670
1393144898     6      0      236.0000
1393144898     6      1      0.0000
1393144909     1      0      -3.5060
1393144909     2      0      -3.1170
1393144909     6      0      236.0000
1393144909     6      1      0.0000
1393144920     1      0      -3.5060
1393144920     2      0      -3.1510
1393144920     6      0      236.0000
1393144920     6      1      0.0000
1393144931     1      0      -3.5060
1393144931     2      0      -3.3600
1393144931     6      0      236.0000
1393144931     6      1      0.0000
1393144942     1      0      -3.5060
1393144942     2      0      -3.3420
1393144942     6      0      236.0000
1393144942     6      1      0.0000
1393144953     1      0      -3.5060
1393144953     2      0      -3.3600
1393144953     6      0      236.0000
1393144953     6      1      0.0000
1393144964     1      0      -3.5060
1393144964     2      0      -3.3600
1393144964     6      0      236.0000
1393144964     6      1      0.0000
1393144975     1      0      -3.5060
1393144975     2      0      -3.3080
1393144975     6      0      236.0000
1393144975     6      1      0.0000
1393144986     1      0      -3.5060
1393144986     2      0      -3.3600
1393144986     6      0      236.0000
1393144986     6      1      0.0000
1393144997     1      0      -3.5060
1393144997     2      0      -3.3080
1393144997     6      0      236.0000
1393144997     6      1      0.0000
1393145008     1      0      -3.5060
1393145008     2      0      -3.3760
1393145008     6      0      236.0000
1393145008     6      1      0.0000
1393145019     1      0      -3.5060
1393145019     2      0      -3.3420
1393145019     6      0      236.0000
1393145019     6      1      0.0000
1393145030     1      0      -3.5060
1393145030     2      0      -3.3600
1393145030     6      0      236.0000
1393145030     6      1      0.0000
1393145041     1      0      -3.5060
1393145041     2      0      -3.3600
1393145041     6      0      236.0000
1393145041     6      1      0.0000
1393145052     1      0      -3.5060
1393145052     2      0      -3.3940
1393145052     6      0      236.0000
1393145052     6      1      0.0000
1393145063     1      0      -3.5060
1393145063     2      0      -3.2560
1393145063     6      0      236.0000
1393145063     6      1      0.0000
1393145074     1      0      -3.5060
1393145074     2      0      -3.3420
1393145074     6      0      236.0000
1393145074     6      1      0.0000
1393145085     1      0      -3.5060
1393145085     2      0      -3.3080
1393145085     6      0      236.0000
1393145085     6      1      0.0000
1393145096     1      0      -3.5060
1393145096     2      0      -3.3600
1393145096     6      0      236.0000
1393145096     6      1      0.0000
1393145107     1      0      -3.0260
1393145107     2      0      -3.3080
1393145107     6      0      236.0000
1393145107     6      1      0.0000
1393145118     1      0      -3.9690
1393145118     2      0      -3.3600
1393145118     6      0      236.0000
1393145118     6      1      0.0000
1393145129     1      0      -3.5060
1393145129     2      0      -3.3940
1393145129     6      0      236.0000
1393145129     6      1      0.0000
1393145140     1      0      -3.5060
1393145140     2      0      -3.3600
1393145140     6      0      236.0000
1393145140     6      1      0.0000
1393145151     1      0      -3.5060
1393145151     2      0      -3.3940
1393145151     6      0      236.0000
1393145151     6      1      0.0000
1393145162     1      0      -3.5060
1393145162     2      0      -3.1510
1393145162     6      0      236.0000
1393145162     6      1      0.0000
1393145173     1      0      -3.0260
1393145173     2      0      -3.1510
1393145173     6      0      236.0000
1393145173     6      1      0.0000
1393145184     1      0      -3.9690
1393145184     2      0      -3.1510
1393145184     6      0      236.0000
1393145184     6      1      0.0000
1393145195     1      0      -3.5060
1393145195     2      0      -3.0470
1393145195     6      0      236.0000
1393145195     6      1      0.0000
1393145206     1      0      -3.5060
1393145206     2      0      -2.7510
1393145206     6      0      236.0000
1393145206     6      1      0.0000
1393145217     1      0      -3.5060
1393145217     2      0      -2.8030
1393145217     6      0      236.0000
1393145217     6      1      0.0000
1393145228     1      0      -3.5060
1393145228     2      0      -2.9600
1393145228     6      0      236.0000
1393145228     6      1      0.0000
1393145239     1      0      -3.5060
1393145239     2      0      -2.7850
1393145239     6      0      236.0000
1393145239     6      1      0.0000
1393145250     1      0      -3.0260
1393145250     2      0      -2.5260
1393145250     6      0      236.0000
1393145250     6      1      0.0000
1393145261     1      0      -3.0260
1393145261     2      0      -2.4370
1393145261     6      0      236.0000
1393145261     6      1      0.0000
1393145272     1      0      -3.0260
1393145272     2      0      -2.5420
1393145272     6      0      236.0000
1393145272     6      1      0.0000
1393145283     1      0      -3.0260
1393145283     2      0      -2.4900
1393145283     6      0      236.0000
1393145283     6      1      0.0000
1393145294     1      0      -3.0260
1393145294     2      0      -2.8370
1393145294     6      0      236.0000
1393145294     6      1      0.0000
1393145305     1      0      -3.5060
1393145305     2      0      -2.8370
1393145305     6      0      236.0000
1393145305     6      1      0.0000
1393145316     1      0      -3.0260
1393145316     2      0      -2.7850
1393145316     6      0      236.0000
1393145316     6      1      0.0000
1393145327     1      0      -3.0260
1393145327     2      0      -2.8370
1393145327     6      0      236.0000
1393145327     6      1      0.0000
1393145338     1      0      -3.0260
1393145338     2      0      -2.8220
1393145338     6      0      236.0000
1393145338     6      1      0.0000
1393145349     1      0      -2.5630
1393145349     2      0      -2.8220
1393145349     6      0      236.0000
1393145349     6      1      0.0000
1393145360     1      0      -3.0260
1393145360     2      0      -2.8740
1393145360     6      0      236.0000
1393145360     6      1      0.0000
1393145371     1      0      -3.0260
1393145371     2      0      -2.7170
1393145371     6      0      236.0000
1393145371     6      1      0.0000
1393145382     1      0      -3.0260
1393145382     2      0      -2.7850
1393145382     6      0      236.0000
1393145382     6      1      0.0000
1393145393     1      0      -3.5060
1393145393     2      0      -2.7690
1393145393     6      0      236.0000
1393145393     6      1      0.0000
1393145404     1      0      -2.5630
1393145404     2      0      -2.7690
1393145404     6      0      236.0000
1393145404     6      1      0.0000
1393145415     1      0      -3.0260
1393145415     2      0      -2.8220
1393145415     6      0      236.0000
1393145415     6      1      0.0000
1393145426     1      0      -3.0260
1393145426     2      0      -2.8370
1393145426     6      0      236.0000
1393145426     6      1      0.0000
1393145437     1      0      -2.5630
1393145437     2      0      -2.8030
1393145437     6      0      236.0000
1393145437     6      1      0.0000
1393145448     1      0      -2.5630
1393145448     2      0      -2.8370
1393145448     6      0      236.0000
1393145448     6      1      0.0000
1393145459     1      0      -2.5630
1393145459     2      0      -2.8370
1393145459     6      0      236.0000
1393145459     6      1      0.0000
1393145470     1      0      -2.7950
1393145470     2      0      -2.8220
1393145470     6      0      236.0000
1393145470     6      1      0.0000
1393145481     1      0      -3.0260
1393145481     2      0      -2.8220
1393145481     6      0      236.0000
1393145481     6      1      0.0000
1393145492     1      0      -3.0260
1393145492     2      0      -2.7850
1393145492     6      0      236.0000
1393145492     6      1      0.0000
1393145503     1      0      -3.0260
1393145503     2      0      -2.8740
1393145503     6      0      236.0000
1393145503     6      1      0.0000
1393145514     1      0      -3.0260
1393145514     2      0      -2.7690
1393145514     6      0      236.0000
1393145514     6      1      0.0000
1393145525     1      0      -3.0260
1393145525     2      0      -2.8220
1393145525     6      0      236.0000
1393145525     6      1      0.0000
1393145536     1      0      -3.0260
1393145536     2      0      -2.8030
1393145536     6      0      236.0000
1393145536     6      1      0.0000
1393145547     1      0      -3.0260
1393145547     2      0      -2.7690
1393145547     6      0      236.0000
1393145547     6      1      0.0000
1393145558     1      0      -2.7950
1393145558     2      0      -2.7690
1393145558     6      0      236.0000
1393145558     6      1      0.0000
1393145569     1      0      -3.0260
1393145569     2      0      -2.7510
1393145569     6      0      236.0000
1393145569     6      1      0.0000
1393145580     1      0      -3.0260
1393145580     2      0      -2.7170
1393145580     6      0      236.0000
1393145580     6      1      0.0000
1393145591     1      0      -3.2750
1393145591     2      0      -2.9080
1393145591     6      0      236.0000
1393145591     6      1      0.0000
1393145602     1      0      -3.0260
1393145602     2      0      -2.8220
1393145602     6      0      236.0000
1393145602     6      1      0.0000
1393145613     1      0      -3.0260
1393145613     2      0      -2.8220
1393145613     6      0      236.0000
1393145613     6      1      0.0000
1393145624     1      0      -3.0260
1393145624     2      0      -2.8220
1393145624     6      0      236.0000
1393145624     6      1      0.0000
1393145635     1      0      -3.0260
1393145635     2      0      -2.8220
1393145635     6      0      236.0000
1393145635     6      1      0.0000
1393145646     1      0      -3.0260
1393145646     2      0      -2.7690
1393145646     6      0      236.0000
1393145646     6      1      0.0000
1393145657     1      0      -3.0260
1393145657     2      0      -2.7690
1393145657     6      0      236.0000
1393145657     6      1      0.0000
1393145668     1      0      -3.0260
1393145668     2      0      -2.8030
1393145668     6      0      236.0000
1393145668     6      1      0.0000
1393145679     1      0      -3.5060
1393145679     2      0      -2.7690
1393145679     6      0      236.0000
1393145679     6      1      0.0000
1393145690     1      0      -2.5630
1393145690     2      0      -2.7690
1393145690     6      0      236.0000
1393145690     6      1      0.0000
1393145701     1      0      -3.0260
1393145701     2      0      -2.7690
1393145701     6      0      236.0000
1393145701     6      1      0.0000
1393145712     1      0      -3.0260
1393145712     2      0      -2.7690
1393145712     6      0      236.0000
1393145712     6      1      0.0000
1393145723     1      0      -3.0260
1393145723     2      0      -2.7690
1393145723     6      0      236.0000
1393145723     6      1      0.0000
1393145734     1      0      -3.0260
1393145734     2      0      -2.7690
1393145734     6      0      236.0000
1393145734     6      1      0.0000
1393145745     1      0      -3.0260
1393145745     2      0      -2.7850
1393145745     6      0      236.0000
1393145745     6      1      0.0000
1393145756     1      0      -2.5630
1393145756     2      0      -2.8030
1393145756     6      0      236.0000
1393145756     6      1      0.0000
1393145767     1      0      -2.5630
1393145767     2      0      -2.7690
1393145767     6      0      236.0000
1393145767     6      1      0.0000
1393145778     1      0      -3.0260
1393145778     2      0      -2.7690
1393145778     6      0      236.0000
1393145778     6      1      0.0000
1393145789     1      0      -2.7950
1393145789     2      0      -2.8220
1393145789     6      0      236.0000
1393145789     6      1      0.0000
1393145800     1      0      -3.0260
1393145800     2      0      -2.8370
1393145800     6      0      236.0000
1393145800     6      1      0.0000
1393145811     1      0      -3.0260
1393145811     2      0      -2.8370
1393145811     6      0      236.0000
1393145811     6      1      0.0000
1393145822     1      0      -3.0260
1393145822     2      0      -2.8370
1393145822     6      0      236.0000
1393145822     6      1      0.0000
1393145833     1      0      -3.0260
1393145833     2      0      -2.7850
1393145833     6      0      236.0000
1393145833     6      1      0.0000
1393145844     1      0      -3.0260
1393145844     2      0      -2.8220
1393145844     6      0      236.0000
1393145844     6      1      0.0000
1393145855     1      0      -3.0260
1393145855     2      0      -2.8030
1393145855     6      0      236.0000
1393145855     6      1      0.0000
1393145866     1      0      -2.7950
1393145866     2      0      -2.7510
1393145866     6      0      236.0000
1393145866     6      1      0.0000
1393145877     1      0      -3.0260
1393145877     2      0      -2.7960
1393145877     6      0      236.0000
1393145877     6      1      0.0000
1393145888     1      0      -3.0260
1393145888     2      0      -2.8370
1393145888     6      0      236.0000
1393145888     6      1      0.0000
1393145899     1      0      -2.5630
1393145899     2      0      -2.4740
1393145899     6      0      236.0000
1393145899     6      1      0.0000
1393145910     1      0      -3.0260
1393145910     2      0      -2.5940
1393145910     6      0      236.0000
1393145910     6      1      0.0000
1393145921     1      0      -2.5630
1393145921     2      0      -2.5600
1393145921     6      0      236.0000
1393145921     6      1      0.0000
1393145932     1      0      -3.0260
1393145932     2      0      -2.5790
1393145932     6      0      236.0000
1393145932     6      1      0.0000
1393145943     1      0      -2.5630
1393145943     2      0      -2.4900
1393145943     6      0      236.0000
1393145943     6      1      0.0000
1393145954     1      0      -3.0260
1393145954     2      0      -2.4030
1393145954     6      0      236.0000
1393145954     6      1      0.0000
1393145965     1      0      -2.7950
1393145965     2      0      -2.4030
1393145965     6      0      236.0000
1393145965     6      1      0.0000
1393145976     1      0      -2.5630
1393145976     2      0      -2.2310
1393145976     6      0      236.0000
1393145976     6      1      0.0000
1393145987     1      0      -3.0260
1393145987     2      0      -2.3690
1393145987     6      0      236.0000
1393145987     6      1      0.0000
1393145998     1      0      -2.5630
1393145998     2      0      -2.3430
1393145998     6      0      236.0000
1393145998     6      1      0.0000
1393146009     1      0      -2.5630
1393146009     2      0      -2.4030
1393146009     6      0      236.0000
1393146009     6      1      0.0000
1393146020     1      0      -2.5630
1393146020     2      0      -2.4630
1393146020     6      0      236.0000
1393146020     6      1      0.0000
1393146031     1      0      -2.5630
1393146031     2      0      -2.4480
1393146031     6      0      236.0000
1393146031     6      1      0.0000
1393146042     1      0      -2.5630
1393146042     2      0      -2.5260
1393146042     6      0      236.0000
1393146042     6      1      0.0000
1393146053     1      0      -2.5630
1393146053     2      0      -2.4900
1393146053     6      0      236.0000
1393146053     6      1      0.0000
1393146064     1      0      -2.7950
1393146064     2      0      -2.5420
1393146064     6      0      236.0000
1393146064     6      1      0.0000
1393146075     1      0      -2.5630
1393146075     2      0      -2.7330
1393146075     6      0      236.0000
1393146075     6      1      0.0000
1393146086     1      0      -2.5630
1393146086     2      0      -2.8370
1393146086     6      0      236.0000
1393146086     6      1      0.0000
1393146097     1      0      -2.5630
1393146097     2      0      -2.7510
1393146097     6      0      236.0000
1393146097     6      1      0.0000
1393146108     1      0      -3.0260
1393146108     2      0      -2.8030
1393146108     6      0      236.0000
1393146108     6      1      0.0000
1393146119     1      0      -2.7950
1393146119     2      0      -2.8220
1393146119     6      0      236.0000
1393146119     6      1      0.0000
1393146130     1      0      -2.7950
1393146130     2      0      -2.8220
1393146130     6      0      236.0000
1393146130     6      1      0.0000
1393146141     1      0      -2.5630
1393146141     2      0      -2.7690
1393146141     6      0      236.0000
1393146141     6      1      0.0000
1393146152     1      0      -2.5630
1393146152     2      0      -2.7690
1393146152     6      0      236.0000
1393146152     6      1      0.0000
1393146163     1      0      -3.0260
1393146163     2      0      -2.8030
1393146163     6      0      236.0000
1393146163     6      1      0.0000
1393146174     1      0      -3.0260
1393146174     2      0      -2.7330
1393146174     6      0      236.0000
1393146174     6      1      0.0000
1393146185     1      0      -3.0260
1393146185     2      0      -2.7510
1393146185     6      0      236.0000
1393146185     6      1      0.0000
1393146196     1      0      -3.0260
1393146196     2      0      -2.7170
1393146196     6      0      236.0000
1393146196     6      1      0.0000
1393146207     1      0      -3.0260
1393146207     2      0      -2.8220
1393146207     6      0      236.0000
1393146207     6      1      0.0000
1393146218     1      0      -3.0260
1393146218     2      0      -2.8220
1393146218     6      0      236.0000
1393146218     6      1      0.0000
1393146229     1      0      -3.0260
1393146229     2      0      -2.8220
1393146229     6      0      236.0000
1393146229     6      1      0.0000
1393146240     1      0      -3.0260
1393146240     2      0      -2.9240
1393146240     6      0      236.0000
1393146240     6      1      0.0000
1393146251     1      0      -3.0260
1393146251     2      0      -2.8220
1393146251     6      0      236.0000
1393146251     6      1      0.0000
1393146262     1      0      -2.5630
1393146262     2      0      -2.7510
1393146262     6      0      236.0000
1393146262     6      1      0.0000
1393146273     1      0      -3.0260
1393146273     2      0      -2.7690
1393146273     6      0      236.0000
1393146273     6      1      0.0000
1393146284     1      0      -3.0260
1393146284     2      0      -2.5520
1393146284     6      0      236.0000
1393146284     6      1      0.0000
1393146295     1      0      -3.0260
1393146295     2      0      -2.8220
1393146295     6      0      236.0000
1393146295     6      1      0.0000
1393146306     1      0      -3.0260
1393146306     2      0      -2.7510
1393146306     6      0      236.0000
1393146306     6      1      0.0000
1393146317     1      0      -3.0260
1393146317     2      0      -2.8220
1393146317     6      0      236.0000
1393146317     6      1      0.0000
1393146328     1      0      -3.0260
1393146328     2      0      -2.8030
1393146328     6      0      236.0000
1393146328     6      1      0.0000
1393146339     1      0      -3.0260
1393146339     2      0      -2.7170
1393146339     6      0      236.0000
1393146339     6      1      0.0000
1393146350     1      0      -2.5630
1393146350     2      0      -2.7690
1393146350     6      0      236.0000
1393146350     6      1      0.0000
1393146361     1      0      -3.0260
1393146361     2      0      -2.8220
1393146361     6      0      236.0000
1393146361     6      1      0.0000
1393146372     1      0      -3.0260
1393146372     2      0      -2.9240
1393146372     6      0      236.0000
1393146372     6      1      0.0000
1393146383     1      0      -3.0260
1393146383     2      0      -2.9240
1393146383     6      0      236.0000
1393146383     6      1      0.0000
1393146394     1      0      -3.0260
1393146394     2      0      -2.7330
1393146394     6      0      236.0000
1393146394     6      1      0.0000
1393146405     1      0      -3.0260
1393146405     2      0      -2.8220
1393146405     6      0      236.0000
1393146405     6      1      0.0000
1393146416     1      0      -3.0260
1393146416     2      0      -2.8030
1393146416     6      0      236.0000
1393146416     6      1      0.0000
1393146427     1      0      -3.5060
1393146427     2      0      -2.7330
1393146427     6      0      236.0000
1393146427     6      1      0.0000
1393146438     1      0      -3.5060
1393146438     2      0      -2.7690
